Number,AreaName,Name,NomkV,Vpu,kV,Vangle,LoadMW,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneName,ZoneNumber,Substation Longitude,Substation Latitude
21063,North,WHITEWRIGHT 0,161.0,0.98913,159.25,-66.2,14.4,4.08,,,,0,0,2,Red River,11,-96.387115,33.48406875
21073,North,SHERMAN 2 0,161.0,1.00515,161.829,-64.99,74.15,21.01,,,,0,0,2,Red River,11,-96.534205,33.59513542
21083,North,ROCHESTER 0,161.0,0.9991,160.855,-43.69,2.14,0.61,,,,0,0,2,Panhandle,10,-99.633126,33.31381118
21093,North,BURKBURNETT 0,161.0,1.00661,162.065,-46.36,33.81,9.58,,,,0,0,2,Red River,11,-98.613467,34.09432983
21103,North,MUENSTER 2 0,161.0,1.02,164.22,-62.27,8.59,2.43,,,41.75,0,0,2,Red River,11,-97.373855,33.67309356
21113,North,ARCHER CITY 0,161.0,0.99461,160.132,-48.99,13.95,3.95,,,,0,0,2,Red River,11,-98.875782,33.51839242
21123,North,PETROLIA 0,161.0,0.99166,159.657,-49.38,4.54,1.29,,,,0,0,2,Red River,11,-98.25032,33.9993548
21133,North,PARIS 1 0,500.0,1.01378,506.889,-56.23,,,,,,0,0,2,Red River,11,-95.572,33.61131443
21143,North,PARIS 1 1,161.0,1.01137,162.831,-57.52,70.78,20.05,,,,0,0,2,Red River,11,-95.554,33.62030831
21153,North,PARIS 1 2,13.8,1.00489,13.867,-52.24,,,184.2,-20.5,,0,0,2,Red River,11,-95.5774,33.61416257
21163,North,PARIS 1 3,13.8,1.00954,13.932,-54.16,,,184.2,-20.5,,0,0,2,Red River,11,-95.5774,33.6111645
21173,North,PARIS 1 4,13.8,1.00215,13.83,-51.6,,,184.2,-20.5,,0,0,2,Red River,11,-95.5774,33.60816632
21183,North,PARIS 1 5,13.8,1.00078,13.811,-51.09,,,184.2,-20.5,,0,0,2,Red River,11,-95.5774,33.60516803
21193,North,PARIS 1 6,13.8,1.00846,13.917,-53.71,,,184.2,-20.5,,0,0,2,Red River,11,-95.5774,33.60216965
21203,North,PARIS 1 7,13.8,1.01,13.938,-51.34,,,184.2,-2.92,,0,0,2,Red River,11,-95.5774,33.59917115
21213,North,BAGWELL 0,161.0,1.00612,161.985,-59.94,2.33,0.66,,,,0,0,2,Red River,11,-95.142966,33.7928931
21223,North,TELEPHONE 0,161.0,0.9963,160.405,-61.14,6.72,1.9,,,,0,0,2,Red River,11,-95.987823,33.76824236
21233,North,PANHANDLE 1 0,161.0,1.02854,165.595,-27.03,,,136.28,-26.16,,0,0,2,Panhandle,10,-101.363778,35.43397882
21243,North,VAN ALSTYNE 0,161.0,0.98777,159.031,-67.27,21.29,6.03,,,,0,0,2,Red River,11,-96.546313,33.43205487
21253,North,TIOGA 0,161.0,0.99329,159.919,-67.34,4.06,1.15,,,,0,0,2,Red River,11,-96.889124,33.4604384
21263,North,VALLEY VIEW 0,161.0,1.00687,162.107,-67.0,14.24,4.03,,,,0,0,2,Red River,11,-97.124952,33.45442379
21273,North,MIAMI 0,500.0,1.04,520.0,-33.97,,,216.45,-0.02,-168.69,0,0,2,Panhandle,10,-100.527811,35.64218739
21283,North,MIAMI 1,161.0,1.03006,165.839,-32.48,,,,,,0,0,2,Panhandle,10,-100.517011,35.64657569
21293,North,TRENTON 0,161.0,0.9922,159.745,-66.11,6.63,1.88,,,,0,0,2,Red River,11,-96.302485,33.42710779
21303,North,HASKELL 0,161.0,1.00073,161.118,-42.3,,,,,,0,0,2,Panhandle,10,-99.639589,33.11514716
21313,North,HASKELL 1,115.0,0.99517,114.445,-39.71,,,,,,0,0,2,Panhandle,10,-99.628789,33.11363951
21323,North,HASKELL 2,115.0,1.0111,116.277,-41.45,11.94,3.38,,,10.22,0,0,2,Panhandle,10,-99.639589,33.10760867
21333,North,SAINT JO 0,161.0,1.0129,163.077,-60.52,5.68,1.61,,,,0,0,2,Red River,11,-97.526329,33.73238576
30013,West,KERRVILLE 0,230.0,1.00451,231.037,-56.06,,,,,,0,0,3,Hill Country,28,-99.152239,30.02735095
30023,West,KERRVILLE 1,115.0,0.99254,114.142,-58.54,112.86,31.98,,,,0,0,3,Hill Country,28,-99.141439,30.02735095
30033,West,SWEETWATER 4 0,115.0,1.01393,116.601,-18.25,,,,,,0,0,3,Abilene,27,-100.3299,32.34995621
30043,West,SWEETWATER 4 1,18.0,1.00903,18.162,-16.64,,,28.13,-5.4,,0,0,3,Abilene,27,-100.3353,32.34676282
30053,West,LEAKEY 0,115.0,1.01056,116.214,-58.52,7.34,2.08,,,,0,0,3,Hill Country,28,-99.673471,29.63351861
30063,West,HAMLIN 0,115.0,0.99984,114.982,-26.88,7.35,2.08,,,,0,0,3,Abilene,27,-100.115032,32.84793125
30073,West,MERKEL 3 0,115.0,1.01233,116.417,-24.72,14.96,4.24,,,,0,0,3,Abilene,27,-100.023723,32.46299053
30083,West,COLEMAN 0,115.0,0.99101,113.966,-37.18,19.81,5.61,,,,0,0,3,Abilene,27,-99.558791,31.72618544
30093,West,SONORA 0,115.0,1.01111,116.278,-31.25,12.54,3.55,,,,0,0,3,Hill Country,28,-100.55162,30.43055034
30103,West,CAMP WOOD 0,115.0,0.99705,114.66,-57.52,4.67,1.32,,,,0,0,3,Hill Country,28,-100.069588,29.66531599
30113,West,LLANO 0,115.0,1.0069,115.793,-61.49,27.14,7.69,,,,0,0,3,Hill Country,28,-98.909266,30.64445471
30123,West,WILLOW CITY 0,115.0,1.00822,115.945,-61.09,0.56,0.16,,,,0,0,3,Hill Country,28,-98.699714,30.42775695
30133,West,ABILENE 4 0,115.0,1.01579,116.815,-28.59,64.56,18.29,,,67.07,0,0,3,Abilene,27,-99.658488,32.32655131
30143,West,KINGSLAND 0,115.0,1.01396,116.606,-53.59,22.0,6.23,,,,0,0,3,Hill Country,28,-98.433748,30.66352854
30153,West,ROSCOE 6 0,115.0,1.01115,116.282,-17.01,5.36,1.52,,,,0,0,3,Abilene,27,-100.564539,32.40457464
30163,West,BLACKWELL 0,115.0,1.00913,116.05,-21.98,,,,,,0,0,3,Abilene,27,-100.2596,32.18439037
30173,West,BLACKWELL 1,18.0,1.01,18.18,-16.78,,,127.13,3.68,,0,0,3,Abilene,27,-100.265,32.17814416
30183,West,CHRISTOVAL 0,230.0,1.02294,235.275,-29.16,,,,,,0,0,3,Abilene,27,-100.66082,31.07464378
30193,West,CHRISTOVAL 1,115.0,1.02,117.3,-30.78,,,,,28.97,0,0,3,Abilene,27,-100.64282,31.07310207
30203,West,CHRISTOVAL 2,13.8,1.03,14.214,-25.01,,,112.5,12.59,,0,0,3,Abilene,27,-100.66622,31.07140616
30213,West,LUEDERS 0,115.0,0.99923,114.911,-35.74,1.94,0.55,,,,0,0,3,Abilene,27,-99.685492,32.85803542
30223,West,COLORADO CITY 0,115.0,0.99599,114.538,-18.12,24.59,6.97,,,,0,0,3,Abilene,27,-100.909356,32.30537718
30233,West,STAMFORD 0,115.0,1.02,117.3,-26.99,10.41,2.95,,,48.24,0,0,3,Abilene,27,-99.841964,32.93033606
30243,West,ELDORADO 0,115.0,1.01567,116.802,-31.22,10.13,2.87,,,,0,0,3,Hill Country,28,-100.586464,30.87426986
30253,West,SAN SABA 0,115.0,0.99344,114.246,-45.63,13.67,3.87,,,,0,0,3,Hill Country,28,-98.754991,31.14630992
30263,West,ABILENE 2 0,230.0,1.02403,235.528,-36.85,,,,,,0,0,3,Abilene,27,-99.4748,32.61650366
30273,West,ABILENE 2 1,115.0,1.01697,116.952,-37.43,,,,,,0,0,3,Abilene,27,-99.4568,32.61801978
30283,West,ABILENE 2 2,18.0,1.03693,18.665,-34.25,,,150.0,42.6,,0,0,3,Abilene,27,-99.4802,32.61483589
30293,West,LOMETA 0,115.0,1.02209,117.54,-53.84,4.87,1.38,,,,0,0,3,Hill Country,28,-98.367742,31.24799121
30303,West,SAN ANGELO 1 0,115.0,1.00817,115.939,-40.19,129.72,36.75,,,81.31,0,0,3,Abilene,27,-100.313075,31.500512
30313,West,TUSCOLA 0,115.0,0.99719,114.677,-26.25,14.73,4.17,,,,0,0,3,Abilene,27,-99.817041,32.26342704
30323,West,ABILENE 7 0,115.0,0.99991,114.99,-27.15,72.86,20.64,,,,0,0,3,Abilene,27,-99.918724,32.3244251
30333,West,SNYDER 1 0,115.0,1.00723,115.831,-15.05,,,,,,0,0,3,Abilene,27,-100.9862,32.70979877
30343,West,SNYDER 1 1,22.0,1.03,22.66,-5.77,,,97.87,18.15,,0,0,3,Abilene,27,-100.9916,32.70661814
30353,West,CHEROKEE 0,115.0,0.99598,114.538,-44.74,3.47,0.98,,,,0,0,3,Hill Country,28,-99.070893,30.93055631
30363,West,RICHLAND SPRINGS 0,115.0,0.99288,114.182,-41.9,5.8,1.64,,,,0,0,3,Hill Country,28,-99.126467,31.50717118
30373,West,ROSCOE 2 0,230.0,1.02285,235.256,-25.53,,,,,,0,0,3,Abilene,27,-100.6484,32.45876903
30383,West,ROSCOE 2 1,115.0,1.00388,115.447,-20.12,,,,,,0,0,3,Abilene,27,-100.6304,32.46028782
30393,West,ROSCOE 2 2,13.8,1.03581,14.294,-22.93,,,156.75,44.52,,0,0,3,Abilene,27,-100.6538,32.45557949
30403,West,BALLINGER 0,115.0,0.99012,113.864,-34.47,14.61,4.14,,,,0,0,3,Abilene,27,-99.925162,31.72939061
30413,West,SILVER 0,230.0,1.01617,233.72,-29.3,,,,,,0,0,3,Abilene,27,-100.6737,32.0362681
30423,West,SILVER 1,115.0,1.00223,115.256,-18.84,8.75,2.48,,,,0,0,3,Abilene,27,-100.6557,32.03931981
30433,West,SILVER 2,13.8,1.01617,14.023,-29.3,,,0.0,0.0,,0,0,3,Abilene,27,-100.6791,32.0361155
30443,West,SILVER 3,13.8,1.01617,14.023,-29.3,,,0.0,0.0,,0,0,3,Abilene,27,-100.6791,32.03306368
30453,West,SILVER 4,13.8,1.01617,14.023,-29.3,,,0.0,0.0,,0,0,3,Abilene,27,-100.6791,32.03001176
30463,West,ROSCOE 5 0,230.0,1.01238,232.847,-34.76,,,,,204.98,0,0,3,Abilene,27,-100.5087,32.30002906
30473,West,ROSCOE 5 1,115.0,1.02,117.3,-20.53,,,,,103.74,0,0,3,Abilene,27,-100.5087,32.28785647
30483,West,ROSCOE 5 2,500.0,1.018,509.001,-41.67,,,180.75,51.33,,0,0,3,Abilene,27,-100.5195,32.29698607
30493,West,ANSON 0,115.0,1.00034,115.039,-30.03,10.58,3.0,,,,0,0,3,Abilene,27,-99.896394,32.73726503
30503,West,DEL RIO 0,230.0,1.01376,233.165,-34.1,,,,,66.8,0,0,3,Hill Country,28,-101.201636,29.82628964
30513,West,DEL RIO 1,115.0,0.99532,114.461,-36.02,145.29,41.17,,,19.81,0,0,3,Hill Country,28,-101.190836,29.82472806
30523,West,HUNT 0,115.0,0.99753,114.716,-58.95,8.08,2.29,,,,0,0,3,Hill Country,28,-99.619211,30.08421296
30533,West,WINGATE 0,230.0,1.02599,235.977,-27.21,,,,,,0,0,3,Abilene,27,-100.03912,32.19727043
30543,West,WINGATE 1,115.0,1.0058,115.667,-26.72,,,,,,0,0,3,Abilene,27,-100.02112,32.20640912
30553,West,WINGATE 2,13.8,1.04,14.352,-24.32,,,183.88,50.05,,0,0,3,Abilene,27,-100.04452,32.19407165
30563,West,WINGATE 3,13.8,1.04,14.352,-21.73,,,183.88,31.71,,0,0,3,Abilene,27,-100.04452,32.19102511
30573,West,WINGATE 4,13.8,1.04,14.352,-21.89,,,183.88,30.31,,0,0,3,Abilene,27,-100.04452,32.18797846
30583,West,STERLING CITY 1 0,230.0,1.02897,236.664,-24.02,,,,,,0,0,3,Abilene,27,-100.9101,31.90776561
30593,West,STERLING CITY 1 1,115.0,1.00784,115.902,-17.33,,,,,,0,0,3,Abilene,27,-100.8921,31.91693326
30603,West,STERLING CITY 1 2,18.0,1.04,18.72,-16.43,,,124.22,16.04,,0,0,3,Abilene,27,-100.9155,31.90608475
30613,West,STERLING CITY 1 3,18.0,1.04,18.72,-18.61,,,124.22,17.93,,0,0,3,Abilene,27,-100.9155,31.9030286
30623,West,STERLING CITY 1 4,18.0,1.04,18.72,-21.3,,,124.22,27.34,,0,0,3,Abilene,27,-100.9155,31.89997235
30633,West,STERLING CITY 1 5,18.0,1.04,18.72,-20.14,,,124.22,20.41,,0,0,3,Abilene,27,-100.9155,31.89691601
30643,West,ROSCOE 4 0,115.0,1.01554,116.787,-18.48,,,,,,0,0,3,Abilene,27,-100.4743,32.22476296
30653,West,ROSCOE 4 1,18.0,1.0,18.0,-12.36,,,60.37,-8.38,,0,0,3,Abilene,27,-100.4797,32.22004236
30663,West,BRADY 0,115.0,1.00082,115.095,-42.96,22.03,6.24,,,,0,0,3,Hill Country,28,-99.607412,31.16617018
30673,West,TRENT 1 0,115.0,1.02574,117.96,-19.85,,,,,,0,0,3,Abilene,27,-100.226652,32.41642543
30683,West,TRENT 1 1,20.0,1.04,20.8,-16.95,,,112.5,30.84,,0,0,3,Abilene,27,-100.232052,32.41019519
30693,West,OVALO 0,115.0,0.99616,114.559,-29.61,3.81,1.08,,,,0,0,3,Abilene,27,-99.744027,32.11110166
30703,West,NOLAN 0,115.0,1.01727,116.986,-21.15,,,,,,0,0,3,Abilene,27,-100.091,32.27562579
30713,West,NOLAN 1,24.0,1.00278,24.067,-16.55,,,127.65,-24.51,,0,0,3,Abilene,27,-100.0964,32.27090782
30723,West,MILES 0,115.0,1.00307,115.353,-38.79,5.98,1.7,,,,0,0,3,Abilene,27,-100.183616,31.58127971
30733,West,BRACKETTVILLE 2 0,115.0,1.00097,115.111,-54.69,,,,,,0,0,3,Hill Country,28,-100.200167,29.22215542
30743,West,BRACKETTVILLE 2 1,13.8,1.0,13.8,-52.16,,,74.85,-1.88,,0,0,3,Hill Country,28,-100.205567,29.21728544
30753,West,MASON 0,115.0,0.99482,114.404,-40.37,12.18,3.45,,,,0,0,3,Hill Country,28,-99.561053,30.83384896
30763,West,BRACKETTVILLE 3 0,115.0,0.99726,114.685,-56.14,10.79,3.06,,,,0,0,3,Hill Country,28,-100.430985,29.38621106
30773,West,ABILENE 6 0,115.0,1.00039,115.045,-28.09,68.66,19.45,,,,0,0,3,Abilene,27,-99.808314,32.35061886
30783,West,HERMLEIGH 0,230.0,1.01827,234.201,-25.88,,,,,,0,0,3,Abilene,27,-100.6548,32.57646633
30793,West,HERMLEIGH 1,161.0,1.01422,163.29,-24.09,,,,,,0,0,3,Abilene,27,-100.6368,32.5794999
30803,West,HERMLEIGH 2,115.0,1.00449,115.516,-21.19,,,,,,0,0,3,Abilene,27,-100.6368,32.57191577
30813,West,HERMLEIGH 3,20.0,1.04,20.8,-19.79,,,186.75,40.91,,0,0,3,Abilene,27,-100.6602,32.57176408
30823,West,MERKEL 1 0,230.0,1.01737,233.994,-28.07,,,,,,0,0,3,Abilene,27,-100.158986,32.30757222
30833,West,MERKEL 1 1,115.0,1.01124,116.293,-24.25,,,,,,0,0,3,Abilene,27,-100.140986,32.30909355
30843,West,MERKEL 1 2,13.8,1.0,13.8,-18.2,,,174.37,-5.29,,0,0,3,Abilene,27,-100.164386,32.30437734
30853,West,LORAINE 1 0,115.0,1.00365,115.419,-18.45,,,,,,0,0,3,Abilene,27,-100.7354,32.42382655
30863,West,LORAINE 1 1,13.2,1.0,13.2,-11.5,,,56.25,-0.11,,0,0,3,Abilene,27,-100.7408,32.42063576
30873,West,LORAINE 1 2,13.2,1.00365,13.248,-18.45,,,0.0,0.0,,0,0,3,Abilene,27,-100.7408,32.41759683
30883,West,ABILENE 1 0,230.0,1.02,234.6,-33.28,,,,,35.95,0,0,3,Abilene,27,-99.6384,32.49922012
30893,West,ABILENE 1 1,161.0,1.01942,164.127,-35.95,,,,,,0,0,3,Abilene,27,-99.6204,32.50529238
30903,West,ABILENE 1 2,161.0,1.01956,164.15,-36.61,,,,,,0,0,3,Abilene,27,-99.6204,32.49618382
30913,West,ABILENE 1 3,115.0,1.02,117.3,-37.52,,,,,85.11,0,0,3,Abilene,27,-99.6204,32.48707435
30923,West,ABILENE 1 4,13.8,1.04,14.352,-26.43,,,150.0,30.83,,0,0,3,Abilene,27,-99.6438,32.49147737
30933,West,ROCKSPRINGS 0,115.0,0.99731,114.69,-58.33,5.05,1.43,,,,0,0,3,Hill Country,28,-100.277076,29.97873737
30943,West,MERKEL 2 0,115.0,1.01372,116.578,-23.3,,,,,,0,0,3,Abilene,27,-100.045389,32.29938498
30953,West,MERKEL 2 1,18.0,1.04,18.72,-15.36,,,90.45,21.16,,0,0,3,Abilene,27,-100.050789,32.29466825
30963,West,FLUVANNA 2 0,230.0,1.01965,234.519,-21.48,,,,,,0,0,3,Abilene,27,-101.129784,32.93735589
30973,West,FLUVANNA 2 1,115.0,1.01608,116.849,-19.63,,,,,,0,0,3,Abilene,27,-101.111784,32.93886656
30983,West,FLUVANNA 2 2,13.8,1.04,14.352,-12.8,,,120.0,21.82,,0,0,3,Abilene,27,-101.135184,32.93418341
30993,West,DYESS AFB 0,115.0,0.99855,114.833,-28.89,12.08,3.42,,,,0,0,3,Abilene,27,-99.89723,32.40518571
31003,West,HAWLEY 0,115.0,1.00038,115.044,-35.02,8.53,2.42,,,,0,0,3,Abilene,27,-99.821642,32.61986109
31013,West,BUCHANAN DAM 2 0,115.0,1.00175,115.201,-48.15,9.43,2.67,,,,0,0,3,Hill Country,28,-98.458066,30.92595993
31023,West,ABILENE 3 0,115.0,1.01088,116.252,-37.66,75.26,21.32,,,,0,0,3,Abilene,27,-99.656323,32.56587069
31033,West,SWEETWATER 5 0,115.0,1.00676,115.778,-20.71,39.32,11.14,,,,0,0,3,Abilene,27,-100.201748,32.27664365
31043,West,BUCHANAN DAM 1 0,115.0,1.00873,116.004,-47.73,,,,,,0,0,3,Hill Country,28,-98.376422,30.7192204
31053,West,BUCHANAN DAM 1 1,13.2,1.00651,13.286,-42.11,,,44.5,-0.74,,0,0,3,Hill Country,28,-98.381822,30.71751821
31063,West,BUCHANAN DAM 1 2,13.2,1.0,13.2,-41.07,,,53.02,-2.57,,0,0,3,Hill Country,28,-98.381822,30.71442325
31073,West,INGRAM 0,115.0,0.99229,114.113,-59.07,14.87,4.21,,,,0,0,3,Hill Country,28,-99.336011,30.14979752
31083,West,KEMPNER 0,115.0,1.00094,115.108,-57.07,23.52,6.66,,,,0,0,3,Hill Country,28,-98.00169,31.07890872
31093,West,FLUVANNA 1 0,115.0,1.01664,116.913,-18.24,,,,,,0,0,3,Abilene,27,-101.210397,32.91486321
31103,West,FLUVANNA 1 1,13.8,1.04,14.352,-10.72,,,63.0,13.69,,0,0,3,Abilene,27,-101.215797,32.91168991
31113,West,STERLING CITY 2 0,115.0,1.0075,115.863,-16.49,,,,,,0,0,3,Abilene,27,-100.782389,31.93972491
31123,West,STERLING CITY 2 1,18.0,1.0,18.0,-8.32,,,56.1,-1.51,,0,0,3,Abilene,27,-100.787789,31.93804465
31133,West,STERLING CITY 2 2,18.0,1.0,18.0,-8.32,,,56.1,-0.82,,0,0,3,Abilene,27,-100.787789,31.93498956
31143,West,SAN ANGELO 2 0,115.0,1.00557,115.64,-34.55,98.31,27.85,,,,0,0,3,Abilene,27,-100.554525,31.25807265
31153,West,ROTAN 0,115.0,1.00268,115.308,-21.92,9.58,2.71,,,,0,0,3,Abilene,27,-100.489206,32.88123719
31163,West,SYNDER 0,115.0,1.00448,115.515,-15.29,,,,,,0,0,3,Abilene,27,-100.729949,32.72718077
31173,West,SYNDER 1,13.8,1.0,13.8,-12.24,,,47.25,-3.77,,0,0,3,Abilene,27,-100.735349,32.72551506
31183,West,SYNDER 2,13.8,1.0,13.8,-11.27,,,90.0,-6.63,,0,0,3,Abilene,27,-100.735349,32.72248644
31193,West,BRACKETTVILLE 1 0,115.0,1.02281,117.623,-52.16,,,,,,0,0,3,Hill Country,28,-100.374889,29.31790345
31203,West,BRACKETTVILLE 1 1,13.8,1.02319,14.12,-50.68,,,29.7,0.0,,0,0,3,Hill Country,28,-100.380289,29.31460755
31213,West,ROSCOE 1 0,115.0,1.01318,116.516,-16.43,,,,,,0,0,3,Abilene,27,-100.5707,32.48475394
31223,West,ROSCOE 1 1,18.0,1.0,18.0,-7.55,,,147.75,-8.91,,0,0,3,Abilene,27,-100.5761,32.48004688
31233,West,UVALDE 0,115.0,0.99252,114.14,-57.21,66.07,18.72,,,,0,0,3,Hill Country,28,-100.00687,29.14157951
31243,West,FREDERICKSBURG 0,115.0,1.02,117.3,-60.02,64.54,18.29,,,46.02,0,0,3,Hill Country,28,-98.867683,30.27005651
31253,West,ABILENE 5 0,115.0,1.00383,115.44,-37.69,91.26,25.86,,,,0,0,3,Abilene,27,-99.706894,32.45312209
31263,West,SABINAL 0,115.0,1.02,117.3,-57.58,9.96,2.82,,,38.93,0,0,3,Hill Country,28,-99.621829,29.29282876
31273,West,SWEETWATER 2 0,115.0,1.0148,116.702,-16.48,,,101.25,-19.44,,0,0,3,Abilene,27,-100.4129,32.28170279
31283,West,LORAINE 2 0,115.0,1.00669,115.77,-18.08,2.82,0.8,,,,0,0,3,Abilene,27,-100.702396,32.38967064
31293,West,ROSCOE 3 0,115.0,1.0205,117.357,-16.9,,,94.88,-18.22,,0,0,3,Abilene,27,-100.6391,32.38918063
31303,West,SAN ANGELO 3 0,115.0,1.00259,115.298,-19.11,92.15,26.11,,,,0,0,3,Abilene,27,-101.046625,31.79050911
31313,West,TUSOCOLA 0,115.0,1.01755,117.018,-22.17,,,85.5,24.28,,0,0,3,Abilene,27,-99.998267,32.29323854
31323,West,EDEN 0,115.0,0.9911,113.976,-40.36,9.56,2.71,,,,0,0,3,Hill Country,28,-99.887212,31.21352784
31333,West,SNYDER 2 0,230.0,1.01652,233.8,-22.12,,,0.0,0.0,,0,0,3,Abilene,27,-100.936661,32.73494583
31343,West,SNYDER 2 1,161.0,1.01599,163.575,-22.9,,,,,,0,0,3,Abilene,27,-100.925861,32.73797402
31353,West,SNYDER 2 2,161.0,1.00738,162.189,-19.34,,,,,,0,0,3,Abilene,27,-100.925861,32.72888911
31363,West,SNYDER 2 3,115.0,1.00136,115.156,-15.65,46.96,13.3,,,,0,0,3,Abilene,27,-100.936661,32.72283199
31373,West,SWEETWATER 1 0,115.0,1.01716,116.973,-23.63,,,75.9,21.56,,0,0,3,Abilene,27,-100.1196,32.3974618
31383,West,MENARD 0,115.0,1.00982,116.129,-39.15,10.95,3.1,,,,0,0,3,Hill Country,28,-100.098479,30.8867315
31393,West,WINTERS 0,115.0,0.98828,113.652,-29.68,14.92,4.23,,,,0,0,3,Abilene,27,-100.156338,31.84781353
31403,West,GOLDSBORO 0,115.0,0.99313,114.21,-30.1,0.22,0.06,,,,0,0,3,Abilene,27,-99.68565,32.04139505
31413,West,SWEETWATER 3 0,115.0,1.01572,116.808,-17.83,,,68.62,-13.18,,0,0,3,Abilene,27,-100.3757,32.33503377
31423,West,GOODFELLOW AFB 0,115.0,1.01831,117.105,-40.35,7.07,2.0,,,31.11,0,0,3,Abilene,27,-100.14367,31.27875502
31433,West,SANTA ANNA 0,115.0,1.00004,115.004,-38.88,5.75,1.63,,,17.0,0,0,3,Hill Country,28,-99.371601,31.50610855
31443,West,ROWENA 0,115.0,0.99404,114.314,-39.81,5.56,1.57,,,,0,0,3,Hill Country,28,-99.673323,31.40075097
31453,West,TRENT 2 0,115.0,1.00494,115.568,-23.76,2.94,0.83,,,,0,0,3,Abilene,27,-100.203875,32.65425117
31463,West,JUNCTION 0,115.0,1.01654,116.902,-35.69,12.04,3.41,,,15.5,0,0,3,Hill Country,28,-100.06015,30.44780827
31473,West,LAMPASAS 0,115.0,1.02,117.3,-56.13,34.76,9.85,,,30.34,0,0,3,Hill Country,28,-98.25034,31.0931291
40023,South,LAUGHLIN A F B 0,115.0,1.01509,116.735,-53.25,1.01,0.29,,,,0,0,4,Laredo,20,-100.768486,29.34910963
40033,South,EDINBURG 3 0,115.0,0.99532,114.461,-72.59,127.29,36.07,,,,0,0,4,McAllen,19,-98.267935,26.43747567
40043,South,LAREDO 7 0,230.0,1.01746,234.016,-56.26,,,,,,0,0,4,Laredo,20,-99.674682,27.82395806
40053,South,LAREDO 7 1,115.0,1.01526,116.755,-60.47,164.14,46.51,,,72.15,0,0,4,Laredo,20,-99.663882,27.82236616
40063,South,BRUNI 2 0,115.0,1.02186,117.514,-55.75,2.75,0.78,,,,0,0,4,Laredo,20,-98.987708,27.35553816
40073,South,MCALLEN 2 0,115.0,0.99943,114.935,-73.18,183.66,52.04,,,,0,0,4,McAllen,19,-98.230592,26.20451154
40083,South,POTEET 0,115.0,0.98863,113.692,-55.04,32.49,9.21,,,,0,0,4,Laredo,20,-98.638709,29.07544424
40093,South,SARITA 3 0,115.0,1.02219,117.551,-46.74,,,,,,0,0,4,Corpus Christi,21,-97.4969,27.0573768
40103,South,SARITA 3 1,20.0,1.03,20.6,-43.9,,,151.2,20.85,,0,0,4,Corpus Christi,21,-97.4861,27.06058274
40113,South,HEBBRONVILLE 0,115.0,1.01518,116.746,-57.74,16.05,4.55,,,,0,0,4,McAllen,19,-98.780966,27.09083333
40123,South,PROGRESO 0,115.0,1.01447,116.664,-69.42,13.74,3.89,,,51.46,0,0,4,McAllen,19,-97.95314,26.07024284
40133,South,EDINBURG 2 0,115.0,1.00127,115.146,-71.69,92.35,26.17,,,,0,0,4,McAllen,19,-98.174295,26.26939085
40143,South,EAGLE PASS 0,230.0,1.01663,233.826,-53.2,,,,,,0,0,4,Laredo,20,-100.266088,28.46531986
40153,South,EAGLE PASS 1,115.0,1.02,117.3,-54.7,159.81,45.28,,,67.77,0,0,4,Laredo,20,-100.255288,28.46531986
40163,South,CHARLOTTE 0,115.0,1.00353,115.405,-50.35,6.25,1.77,,,,0,0,4,Laredo,20,-98.708634,28.78144964
40173,South,CORPUS CHRISTI 4 0,115.0,1.00824,115.948,-48.63,89.56,25.38,,,,0,0,4,Corpus Christi,21,-97.260242,27.6143621
40183,South,WOODSBORO 0,115.0,0.99996,114.995,-47.43,7.14,2.02,,,,0,0,4,Corpus Christi,21,-97.373251,28.17756635
40193,South,MERCEDES 0,115.0,0.98541,113.322,-67.65,135.83,38.48,,,,0,0,4,McAllen,19,-97.822112,26.13752004
40203,South,CORPUS CHRISTI 16 0,115.0,0.98245,112.982,-50.5,117.81,33.38,,,,0,0,4,Corpus Christi,21,-97.470816,27.64352016
40213,South,EDCOUCH 0,115.0,0.99375,114.281,-66.96,31.97,9.06,,,,0,0,4,McAllen,19,-97.97128,26.36486478
40223,South,ENCINAL 0,115.0,1.00267,115.307,-59.94,5.56,1.58,,,,0,0,4,Laredo,20,-99.390193,28.03215144
40233,South,MOORE 0,115.0,1.00346,115.398,-52.49,5.06,1.43,,,,0,0,4,Laredo,20,-98.842298,28.93228436
40243,South,CHRISTINE 0,230.0,1.01706,233.924,-42.39,,,,,,0,0,4,Laredo,20,-98.4667,28.69334785
40253,South,CHRISTINE 1,115.0,1.01329,116.529,-46.29,,,,,,0,0,4,Laredo,20,-98.4559,28.69650572
40263,South,CHRISTINE 2,13.8,1.03,14.214,-34.94,,,408.86,57.46,,0,0,4,Laredo,20,-98.4559,28.68861085
40273,South,MCALLEN 3 0,115.0,1.01184,116.362,-73.2,65.12,18.45,,,,0,0,4,McAllen,19,-98.2397,26.15103435
40283,South,FANNIN 0,230.0,1.01399,233.217,-33.93,,,,,,0,0,4,Corpus Christi,21,-97.203367,28.69859102
40293,South,FANNIN 1,115.0,1.01359,116.563,-35.9,,,,,,0,0,4,Corpus Christi,21,-97.192567,28.70332756
40303,South,FANNIN 2,13.8,1.01,13.938,-30.53,,,460.56,-23.08,,0,0,4,Corpus Christi,21,-97.192567,28.69227529
